11272.000	-0.0431
11274.000	-0.1661
11276.000	0.1831
11278.000	0.3821
11280.000	0.9941
11282.000	0.5241
11284.000	0.8501
11286.000	0.7211
11288.000	0.6591
11290.000	0.8791
11292.000	1.1221
11294.000	0.2221
11296.000	0.0151
11298.000	0.0461
11300.000	0.056
11302.000	0.13911
11304.000	0.781
11306.000	0.3491
11308.000	-0.0881
11310.000	0.5941
11312.000	0.6491
11314.000	0.6921
11316.000	0.5751
11318.000	0.6101
11320.000	-0.0141
11322.000	0.4141
11324.000	0.3711
11326.000	1.1061
11328.000	0.8311
11330.000	0.3381
11332.000	0.3822
11334.000	0.7061
11336.000	1.029
11338.000	0.5813
11340.000	0.30313
11342.000	-0.19613
11344.000	-0.143
11346.000	0.618
11348.000	0.5745
11350.000	0.2496
11352.000	0.5791
11354.000	0.42117
11356.000	0.7231
11358.000	-0.274
11360.000	0.4012
11362.000	0.8645
11364.000	0.4934
11366.000	0.6266
11368.000	0.160658
11370.000	0.25756
11372.000	0.6454
11374.000	0.2665
11376.000	0.3494
11378.000	0.2753
11380.000	0.640435
11382.000	-0.1513
11384.000	0.7832
11386.000	-0.3654
11388.000	0.8014
11390.000	0.223
11392.000	0.35247
11394.000	0.5925
11396.000	0.0958
11398.000	0.4398
11400.000	1.0335
11402.000	0.8406
11404.000	0.477
11406.000	0.5016
11408.000	-0.1784
11410.000	0.6205
11412.000	0.1006
11414.000	0.6353
11416.000	0.8614
11418.000	0.334
11420.000	0.1355
11422.000	0.2092
11424.000	0.9845
11426.000	1.083
11428.000	1.8142
11430.000	1.0177
11432.000	0.8998
11434.000	0.415
11436.000	0.1809
11438.000	0.9417
11440.000	0.4456
11442.000	0.7455
11444.000	0.73556
11446.000	1.125
11448.000	1.5258
11450.000	1.5817
11452.000	1.3916
11454.000	0.9166
11456.000	0.8997
11458.000	3.4158
11460.000	16.280573
11462.000	33.906
11464.000	46.48451
11466.000	53.507
11468.000	47.2301
11470.000	40.3585
11472.000	32.63515
11474.000	17.1911
11476.000	10.8322
11478.000	18.44718
11480.000	23.857
11482.000	26.3551
11484.000	23.46861
11486.000	19.60061
11488.000	16.4711
11490.000	8.21161
11492.000	2.24461
11494.000	4.1615
11496.000	4.8385
11498.000	5.2531
11500.000	5.23349
11502.000	4.3891
11504.000	3.41665
11506.000	2.02961
11508.000	-0.133
11510.000	1.19315
11512.000	0.81815
11514.000	0.90315
11516.000	0.96915
11518.000	1.40815
11520.000	0.7142
11522.000	0.51115
11524.000	0.8921
11526.000	0.554
11528.000	1.25515
11530.000	0.44615
11532.000	0.7331
11534.000	1.78751
11536.000	0.9385
11538.000	0.42994
11540.000	0.2055
11542.000	0.21016
11544.000	0.9911
11546.000	1.01761
11548.000	0.44561
11550.000	1.82061
11552.000	0.0006
11554.000	0.07149
11556.000	1.12549
11558.000	0.0234
11560.000	-0.10894
11562.000	1.17594
11564.000	0.4926
11566.000	0.54216
11568.000	0.19216
11570.000	0.79416
11572.000	0.2371
11574.000	0.59651
11576.000	1.0845
11578.000	0.7421
11580.000	1.8624
11582.000	0.916
11584.000	1.08449
11586.000	1.33349
11588.000	1.7624
11590.000	2.89251
11592.000	3.256
11594.000	4.82415
11596.000	3.0691
11598.000	3.7411
11600.000	3.538
11602.000	1.3451
11604.000	1.60016
11606.000	2.3961
11608.000	2.0386
11610.000	2.70516
11612.000	2.05016
11614.000	1.4281
11616.000	1.75361
11618.000	0.5435
11620.000	1.5291
11622.000	0.40751
11624.000	1.3215
11626.000	-0.1904
11628.000	1.29784
11630.000	1.3209
11632.000	0.7034
11634.000	0.6464
11636.000	0.50161
11638.000	-0.43361
11640.000	1.2706
11642.000	0.19516
11644.000	1.4954
11646.000	0.26794
11648.000	0.781
11650.000	1.46811
11652.000	0.930
11654.000	0.2311
11656.000	0.5361
11658.000	0.6971
11660.000	0.5381
11662.000	-0.2571
11664.000	0.61311
11666.000	1.052
11668.000	0.8062
11670.000	0.25126
11672.000	0.649
11674.000	0.4644
11676.000	0.2794
11678.000	0.38944
11680.000	0.2474
11682.000	0.1836
11684.000	0.6586
11686.000	0.6586
11688.000	1.5466
11690.000	0.3594
11692.000	0.8524
11694.000	-0.0252
11696.000	1.1282
11698.000	0.685
11700.000	-0.0106
11702.000	0.662
11704.000	0.549
11706.000	1.0724
11708.000	0.670
11710.000	0.8165
11712.000	0.5904
11714.000	1.0665
11716.000	0.6024
11718.000	0.9549
11720.000	0.178
11722.000	0.89887
11724.000	1.0428
11726.000	0.8947
11728.000	0.9598
11730.000	0.2317
11732.000	-0.02484
11734.000	-0.2035
11736.000	0.9901
11738.000	-0.0812
11740.000	0.3805
11742.000	0.0097
11744.000	0.348
11746.000	0.7681
11748.000	0.8962
11750.000	-0.1386
11752.000	0.281
11754.000	0.1507
11756.000	0.754
11758.000	0.9202
11760.000	0.8161
11762.000	0.949
11764.000	0.1818
11766.000	-0.7007
11768.000	-0.0975
11770.000	-0.1885
11772.000	0.6792
11774.000	0.8232
11776.000	0.67163
11778.000	0.1656
11780.000	0.219
11782.000	1.2275
11784.000	0.1699
11786.000	0.5098
11788.000	0.2767
11790.000	0.68278
11792.000	0.8649
11794.000	0.3837
11796.000	0.5097
11798.000	0.0738
11800.000	0.4685
